,0,1
134,YBR057C,0
135,YBR058C,0
136,YBR059C,0
137,YBR060C,1
138,YBR061C,0
139,YBR062C,0
140,YBR065C,0
141,YBR066C,0
142,YBR067C,0
143,YBR069C,0
144,YBR072W,0
145,YBR073W,0
146,YBR079C,1
147,YBR080C,1
148,YBR081C,0
149,YBR082C,0
150,YBR083W,0
151,YBR084W,0
152,YBR085W,0
153,YBR087W,1
154,YBR088C,1
155,YBR093C,0
156,YBR094W,0
157,YBR095C,0
158,YBR097W,0
159,YBR098W,0
160,YBR101C,0
161,YBR103W,0
162,YBR105C,0
163,YBR107C,0
164,YBR108W,0
165,YBR109C,1
166,YBR112C,1
167,YBR115C,0
168,YBR117C,0
169,YBR119W,0
170,YBR123C,1
171,YBR125C,0
172,YBR126C,0
173,YBR127C,0
174,YBR128C,0
175,YBR130C,0
176,YBR131W,0
177,YBR135W,1
178,YBR136W,1
179,YBR137W,0
180,YBR139W,0
181,YBR140C,1
182,YBR142W,1
183,YBR143C,1
184,YBR146W,0
185,YBR148W,0
186,YBR149W,0
187,YBR150C,0
188,YBR151W,0
189,YBR152W,1
190,YBR154C,1
191,YBR155W,1
192,YBR156C,0
193,YBR159W,0
194,YBR160W,1
195,YBR161W,0
196,YBR166C,0
197,YBR167C,1
198,YBR168W,1
199,YBR169C,0
200,YBR170C,0
201,YBR171W,0
202,YBR173C,0
203,YBR175W,0
204,YBR176W,0
205,YBR180W,0
206,YBR185C,0
207,YBR186W,0
208,YBR187W,0
209,YBR188C,0
210,YBR189W,0
211,YBR193C,1
212,YBR194W,0
213,YBR195C,0
214,YBR196C,1
215,YBR197C,0
216,YBR198C,1
217,YBR211C,1
218,YBR212W,0
219,YBR214W,0
220,YBR215W,0
221,YBR218C,0
222,YBR221C,0
223,YBR223C,0
224,YBR225W,0
225,YBR228W,0
226,YBR229C,0
227,YBR231C,0
228,YBR233W-A,1
229,YBR234C,1
230,YBR235W,0
231,YBR237W,1
232,YBR245C,0
233,YBR247C,1
234,YBR248C,0
235,YBR249C,0
236,YBR251W,0
237,YBR253W,1
238,YBR254C,1
239,YBR257W,1
240,YBR258C,0
241,YBR259W,0
242,YBR260C,0
243,YBR264C,0
244,YBR267W,0
245,YBR268W,0
246,YBR273C,0
247,YBR274W,0
248,YBR275C,0
249,YBR278W,0
250,YBR279W,0
251,YBR280C,0
252,YBR281C,0
253,YBR283C,0
254,YBR288C,0
255,YBR289W,0
256,YBR291C,0
257,YBR296C,0
258,YCL004W,1
259,YCL008C,0
260,YCL010C,0
261,YCL011C,0
262,YCL014W,0
263,YCL016C,0
264,YCL017C,1
265,YCL024W,0
266,YCL029C,0
267,YCL030C,0
268,YCL031C,1
269,YCL032W,0
270,YCL036W,0
271,YCL039W,0
272,YCL040W,0
273,YCL043C,1
274,YCL044C,0
275,YCL045C,0
276,YCL047C,0
277,YCL054W,1
278,YCL057W,0
279,YCL059C,1
280,YCL061C,0
281,YCL063W,0
282,YCL064C,0
283,YCR002C,0
284,YCR003W,0
285,YCR005C,0
286,YCR008W,0
287,YCR009C,0
288,YCR014C,0
289,YCR016W,0
290,YCR020C-A,0
291,YCR020W-B,0
292,YCR028C-A,0
293,YCR030C,0
294,YCR032W,0
295,YCR033W,0
296,YCR035C,1
297,YCR038C,0
298,YCR042C,1
299,YCR043C,0
300,YCR047C,0
301,YCR052W,1
302,YCR053W,0
303,YCR058C,0
304,YCR059C,0
305,YCR060W,0
306,YCR063W,0
307,YCR065W,0
308,YCR066W,0
309,YCR071C,0
310,YCR072C,1
311,YCR076C,0
312,YCR077C,0
313,YCR079W,0
314,YCR081W,0
315,YCR082W,0
316,YCR084C,0
317,YCR086W,0
318,YCR087C-A,0
319,YCR089W,0
320,YCR090C,0
321,YCR093W,1
322,YCR095C,0
323,YCR102C,0
324,YCR105W,0
325,YCRX13W,0
326,YDL002C,0
327,YDL003W,1
328,YDL004W,1
329,YDL005C,0
330,YDL006W,0
331,YDL007W,1
332,YDL008W,1
333,YDL013W,1
334,YDL014W,1
335,YDL015C,1
336,YDL017W,1
337,YDL019C,0
338,YDL020C,0
339,YDL022W,0
340,YDL029W,1
341,YDL030W,1
342,YDL031W,1
343,YDL036C,0
344,YDL040C,0
345,YDL042C,0
346,YDL043C,1
347,YDL044C,0
348,YDL045W-A,0
349,YDL047W,0
350,YDL048C,0
351,YDL051W,0
352,YDL053C,0
353,YDL054C,0
354,YDL055C,1
355,YDL056W,0
356,YDL059C,0
357,YDL060W,1
358,YDL065C,0
359,YDL066W,0
360,YDL069C,0
361,YDL070W,0
362,YDL073W,0
363,YDL074C,0
364,YDL076C,0
365,YDL077C,0
366,YDL078C,0
367,YDL081C,0
368,YDL084W,1
369,YDL085C-A,0
370,YDL085W,0
371,YDL087C,1
372,YDL092W,1
373,YDL093W,0
374,YDL095W,0
375,YDL097C,1
376,YDL098C,1
377,YDL099W,0
378,YDL100C,0
379,YDL102W,1
380,YDL103C,1
381,YDL105W,1
382,YDL108W,1
383,YDL111C,1
384,YDL115C,0
385,YDL116W,0
386,YDL117W,0
387,YDL122W,0
388,YDL125C,0
389,YDL126C,1
390,YDL130W,0
391,YDL130W-A,0
392,YDL131W,0
393,YDL132W,1
394,YDL134C,0
395,YDL137W,0
396,YDL139C,1
397,YDL140C,1
398,YDL141W,1
399,YDL143W,1
400,YDL144C,0
401,YDL145C,1
402,YDL147W,1
403,YDL148C,1
404,YDL150W,1
405,YDL151C,0
406,YDL153C,1
407,YDL155W,1
408,YDL156W,0
409,YDL160C,0
410,YDL164C,1
411,YDL168W,0
412,YDL173W,0
413,YDL175C,0
414,YDL176W,0
415,YDL179W,0
416,YDL181W,0
417,YDL182W,0
418,YDL185W,0
419,YDL188C,0
420,YDL190C,0
421,YDL195W,1
422,YDL197C,0
423,YDL199C,0
424,YDL201W,0
425,YDL202W,0
426,YDL203C,0
427,YDL208W,1
428,YDL213C,0
429,YDL215C,0
430,YDL216C,0
431,YDL220C,1
432,YDL225W,0
433,YDL234C,0
434,YDL235C,1
435,YDL236W,0
436,YDL238C,0
437,YDL239C,0
438,YDL241W,0
439,YDR001C,0
440,YDR005C,0
441,YDR006C,0
442,YDR011W,0
443,YDR013W,1
444,YDR016C,1
445,YDR017C,0
446,YDR018C,0
447,YDR021W,1
448,YDR022C,0
449,YDR023W,1
450,YDR026C,0
451,YDR027C,0
452,YDR028C,0
453,YDR032C,0
454,YDR033W,0
455,YDR034C,0
456,YDR041W,1
457,YDR043C,0
458,YDR044W,1
459,YDR045C,1
460,YDR047W,1
461,YDR049W,0
462,YDR051C,0
463,YDR052C,1
464,YDR053W,1
465,YDR054C,1
466,YDR055W,0
467,YDR058C,0
468,YDR059C,0
469,YDR060W,1
470,YDR065W,0
471,YDR069C,0
472,YDR071C,0
473,YDR074W,0
474,YDR075W,0
475,YDR079C-A,0
476,YDR081C,1
477,YDR086C,1
478,YDR087C,1
479,YDR091C,1
480,YDR092W,0
481,YDR097C,0
482,YDR098C,0
483,YDR099W,0
484,YDR101C,0
485,YDR103W,0
486,YDR108W,0
487,YDR111C,0
488,YDR113C,1
489,YDR116C,0
490,YDR117C,0
491,YDR118W,1
492,YDR120C,0
493,YDR121W,0
494,YDR123C,1
495,YDR124W,0
496,YDR127W,0
497,YDR128W,0
498,YDR129C,0
499,YDR137W,0
500,YDR138W,0
501,YDR139C,0
502,YDR140W,0
503,YDR141C,1
504,YDR142C,0
505,YDR143C,0
506,YDR145W,1
507,YDR147W,0
508,YDR148C,0
509,YDR152W,0
510,YDR153C,0
511,YDR155C,0
512,YDR156W,0
513,YDR157W,0
514,YDR159W,0
515,YDR162C,0
516,YDR164C,1
517,YDR165W,0
518,YDR166C,1
519,YDR167W,1
520,YDR168W,1
521,YDR169C,0
522,YDR170C,1
523,YDR171W,0
524,YDR172W,1
525,YDR173C,0
526,YDR174W,0
527,YDR175C,0
528,YDR176W,0
529,YDR179C,0
530,YDR179W-A,0
531,YDR180W,1
532,YDR181C,0
533,YDR186C,0
534,YDR188W,1
535,YDR189W,1
536,YDR190C,1
537,YDR192C,0
538,YDR195W,0
539,YDR199W,0
540,YDR201W,1
541,YDR202C,0
542,YDR207C,0
543,YDR208W,1
544,YDR211W,1
545,YDR212W,1
546,YDR213W,0
547,YDR214W,0
548,YDR221W,0
549,YDR224C,1
550,YDR225W,0
551,YDR226W,1
552,YDR227W,0
553,YDR233C,1
554,YDR234W,0
555,YDR235W,1
556,YDR237W,0
557,YDR238C,1
558,YDR239C,0
559,YDR240C,1
560,YDR243C,1
561,YDR246W,1
562,YDR248C,0
563,YDR251W,0
564,YDR252W,0
565,YDR254W,0
566,YDR255C,0
567,YDR263C,0
568,YDR264C,0
569,YDR266C,0
570,YDR267C,1
571,YDR270W,0
572,YDR272W,0
573,YDR275W,0
574,YDR279W,0
575,YDR280W,1
576,YDR283C,0
577,YDR287W,0
578,YDR288W,1
579,YDR289C,0
580,YDR291W,0
581,YDR293C,0
582,YDR295C,0
583,YDR299W,1
584,YDR300C,0
585,YDR301W,1
586,YDR303C,1
587,YDR304C,0
588,YDR308C,1
589,YDR310C,0
590,YDR311W,1
591,YDR312W,0
592,YDR313C,0
593,YDR314C,0
594,YDR318W,0
595,YDR320C,0
596,YDR320C-A,1
597,YDR322C-A,0
598,YDR322W,0
599,YDR324C,1
600,YDR325W,1
601,YDR326C,0
602,YDR328C,1
603,YDR330W,0
604,YDR332W,0
605,YDR334W,0
606,YDR337W,0
607,YDR342C,0
608,YDR346C,0
609,YDR347W,0
610,YDR348C,0
611,YDR353W,1
612,YDR354W,0
613,YDR357C,0
614,YDR359C,0
615,YDR361C,1
616,YDR362C,1
617,YDR363W-A,0
618,YDR365C,1
619,YDR369C,0
620,YDR372C,0
621,YDR374C,0
622,YDR378C,1
623,YDR379W,0
624,YDR381C-A,0
625,YDR381W,1
626,YDR383C,0
627,YDR385W,0
628,YDR386W,0
629,YDR388W,0
630,YDR390C,1
631,YDR392W,0
632,YDR394W,1
633,YDR396W,1
634,YDR397C,1
635,YDR398W,1
636,YDR400W,0
637,YDR404C,1
638,YDR405W,0
639,YDR406W,0
640,YDR407C,1
641,YDR408C,0
642,YDR409W,0
643,YDR412W,1
644,YDR415C,0
645,YDR416W,1
646,YDR419W,0
647,YDR422C,0
648,YDR424C,0
649,YDR425W,0
650,YDR427W,1
651,YDR429C,1
652,YDR436W,0
653,YDR439W,0
654,YDR440W,0
655,YDR443C,0
656,YDR448W,0
657,YDR449C,1
658,YDR451C,0
659,YDR452W,0
660,YDR453C,0
661,YDR454C,1
662,YDR457W,0
663,YDR460W,1
664,YDR462W,0
665,YDR463W,0
666,YDR466W,0
667,YDR469W,0
668,YDR470C,1
669,YDR472W,1
670,YDR473C,1
671,YDR474C,0
672,YDR475C,0
673,YDR477W,0
674,YDR478W,1
675,YDR480W,0
676,YDR482C,0
677,YDR484W,0
678,YDR485C,0
679,YDR486C,0
680,YDR488C,0
681,YDR489W,1
682,YDR490C,0
683,YDR494W,0
684,YDR495C,0
685,YDR496C,0
686,YDR498C,1
687,YDR499W,1
688,YDR500C,0
689,YDR501W,0
690,YDR502C,0
691,YDR507C,0
692,YDR510W,1
693,YDR515W,0
694,YDR517W,0
695,YDR519W,0
696,YDR520C,0
697,YDR523C,0
698,YDR532C,1
699,YDR533C,0
700,YDR538W,0
701,YDR545W,0
702,YEL001C,0
703,YEL002C,1
704,YEL003W,0
705,YEL005C,0
706,YEL012W,0
707,YEL013W,0
708,YEL015W,0
709,YEL016C,0
710,YEL017W,0
711,YEL018W,0
712,YEL019C,1
713,YEL021W,0
714,YEL023C,0
715,YEL025C,0
716,YEL026W,1
717,YEL030W,0
718,YEL034W,1
719,YEL036C,0
720,YEL037C,0
721,YEL039C,0
722,YEL040W,0
723,YEL041W,0
724,YEL043W,0
725,YEL044W,1
726,YEL047C,0
727,YEL050C,0
728,YEL051W,0
729,YEL053C,0
730,YEL054C,0
731,YEL055C,1
732,YEL056W,0
733,YEL057C,0
734,YEL060C,0
735,YEL061C,0
736,YEL070W,0
737,YER001W,0
738,YER003C,1
739,YER004W,0
740,YER006W,1
741,YER007C-A,0
742,YER007W,0
743,YER012W,1
744,YER013W,1
745,YER016W,1
746,YER018C,1
747,YER020W,0
748,YER021W,1
749,YER022W,1
750,YER023W,1
751,YER025W,1
752,YER027C,0
753,YER029C,1
754,YER030W,0
755,YER032W,0
756,YER033C,0
757,YER035W,0
758,YER036C,1
759,YER040W,0
760,YER041W,0
761,YER043C,1
762,YER047C,0
763,YER048C,0
764,YER048W-A,1
765,YER049W,0
766,YER050C,0
767,YER059W,0
768,YER060W,1
769,YER062C,0
770,YER063W,0
771,YER064C,0
772,YER065C,0
773,YER067W,0
774,YER068W,0
775,YER069W,0
776,YER070W,1
777,YER071C,0
778,YER078C,0
779,YER081W,0
780,YER083C,0
781,YER086W,0
782,YER088C,0
783,YER089C,0
784,YER090W,0
785,YER091C,0
786,YER092W,0
787,YER094C,1
788,YER095W,0
789,YER098W,0
790,YER107C,0
791,YER110C,0
792,YER111C,0
793,YER112W,1
794,YER116C,0
795,YER120W,0
796,YER122C,0
797,YER125W,1
798,YER127W,1
799,YER129W,0
800,YER131W,0
801,YER132C,0
802,YER133W,1
803,YER136W,1
804,YER139C,0
805,YER143W,0
806,YER145C,0
807,YER146W,1
808,YER147C,1
809,YER148W,1
810,YER149C,0
811,YER151C,0
812,YER153C,0
813,YER155C,0
814,YER156C,0
815,YER157W,1
816,YER159C,1
817,YER161C,0
818,YER162C,0
819,YER164W,0
820,YER166W,0
821,YER168C,1
822,YER171W,1
823,YER172C,1
824,YER174C,0
825,YER177W,0
826,YER178W,0
827,YER179W,0
828,YER184C,0
829,YFL002C,1
830,YFL006W,0
831,YFL007W,0
832,YFL008W,1
833,YFL013C,0
834,YFL014W,0
835,YFL016C,0
836,YFL017C,1
837,YFL018C,0
838,YFL018W-A,1
839,YFL021W,0
840,YFL022C,1
841,YFL023W,1
842,YFL024C,1
843,YFL026W,0
844,YFL029C,1
845,YFL033C,0
846,YFL034W,0
847,YFL037W,1
848,YFL038C,1
849,YFL041W,0
850,YFL044C,0
851,YFL049W,0
852,YFL054C,0
853,YFR001W,0
854,YFR002W,1
855,YFR003C,1
856,YFR004W,1
857,YFR008W,0
858,YFR009W,0
859,YFR010W,0
860,YFR013W,0
861,YFR014C,0
862,YFR015C,0
863,YFR017C,0
864,YFR019W,0
865,YFR021W,0
866,YFR022W,0
867,YFR024C,0
868,YFR024C-A,0
869,YFR025C,0
870,YFR028C,1
871,YFR030W,0
872,YFR031C,1
873,YFR032C,0
874,YFR034C,0
875,YFR036W,0
876,YFR037C,1
877,YFR040W,0
878,YFR043C,0
879,YFR044C,0
880,YFR048W,0
881,YFR049W,0
882,YFR050C,1
883,YFR051C,1
884,YFR052W,1
885,YFR053C,0
886,YFR055W,0
887,YGL004C,0
888,YGL005C,0
889,YGL006W,0
890,YGL008C,1
891,YGL009C,0
892,YGL011C,1
893,YGL013C,0
894,YGL014W,1
895,YGL016W,0
896,YGL017W,0
897,YGL019W,0
898,YGL020C,0
899,YGL022W,1
900,YGL024W,0
901,YGL025C,0
902,YGL027C,0
903,YGL035C,0
904,YGL039W,0
905,YGL043W,0
906,YGL044C,1
907,YGL045W,0
908,YGL046W,0
909,YGL048C,1
910,YGL049C,0
911,YGL050W,0
912,YGL055W,1
913,YGL057C,0
914,YGL058W,0
915,YGL061C,1
916,YGL062W,0
917,YGL063W,0
918,YGL064C,0
919,YGL066W,0
920,YGL067W,0
921,YGL068W,1
922,YGL070C,0
923,YGL073W,1
924,YGL078C,0
925,YGL079W,0
926,YGL082W,0
927,YGL086W,0
928,YGL087C,0
929,YGL090W,0
930,YGL092W,1
931,YGL093W,1
932,YGL094C,0
933,YGL095C,0
934,YGL096W,0
935,YGL097W,1
936,YGL099W,1
937,YGL100W,0
938,YGL105W,0
939,YGL106W,1
940,YGL108C,0
941,YGL110C,0
942,YGL111W,1
943,YGL112C,1
944,YGL113W,1
945,YGL115W,0
946,YGL116W,1
947,YGL120C,1
948,YGL121C,0
949,YGL122C,1
950,YGL124C,0
951,YGL125W,0
952,YGL127C,0
953,YGL128C,1
954,YGL129C,0
955,YGL130W,1
956,YGL131C,0
957,YGL133W,0
958,YGL134W,0
959,YGL137W,1
960,YGL140C,0
961,YGL141W,0
962,YGL143C,0
963,YGL150C,1
964,YGL151W,0
965,YGL155W,1
966,YGL157W,0
967,YGL161C,0
968,YGL164C,0
969,YGL166W,1
970,YGL167C,0
971,YGL171W,1
972,YGL172W,1
973,YGL173C,0
974,YGL174W,0
975,YGL175C,0
976,YGL178W,0
977,YGL180W,1
978,YGL181W,0
979,YGL187C,0
980,YGL190C,0
981,YGL195W,0
982,YGL197W,0
983,YGL200C,0
984,YGL201C,1
985,YGL203C,0
986,YGL206C,0
987,YGL207W,1
988,YGL208W,0
989,YGL213C,1
990,YGL215W,0
991,YGL220W,0
992,YGL223C,0
993,YGL227W,0
994,YGL229C,0
995,YGL232W,0
996,YGL234W,0
997,YGL237C,0
998,YGL238W,1
999,YGL240W,0
1000,YGL241W,0
1001,YGL242C,0
1002,YGL244W,0
1003,YGL245W,1
1004,YGL246C,0
1005,YGL251C,0
1006,YGL252C,0
1007,YGL253W,0
1008,YGR002C,1
1009,YGR003W,0
1010,YGR005C,1
1011,YGR006W,0
1012,YGR010W,0
1013,YGR012W,0
1014,YGR013W,1
1015,YGR020C,0
1016,YGR021W,0
1017,YGR030C,1
1018,YGR031W,0
1019,YGR032W,0
1020,YGR033C,0
1021,YGR037C,0
1022,YGR041W,0
1023,YGR043C,0
1024,YGR047C,1
1025,YGR048W,1
1026,YGR052W,0
1027,YGR054W,0
1028,YGR056W,0
1029,YGR061C,0
1030,YGR062C,0
1031,YGR063C,0
1032,YGR067C,0
1033,YGR068C,0
1034,YGR071C,0
1035,YGR072W,0
1036,YGR074W,1
1037,YGR075C,1
1038,YGR076C,0
1039,YGR078C,0
1040,YGR081C,0
1041,YGR083C,1
1042,YGR084C,0
1043,YGR086C,0
1044,YGR087C,0
1045,YGR090W,1
1046,YGR091W,1
1047,YGR093W,0
1048,YGR095C,1
1049,YGR097W,0
1050,YGR098C,1
1051,YGR103W,1
1052,YGR104C,0
1053,YGR108W,0
1054,YGR113W,1
1055,YGR116W,1
1056,YGR119C,1
1057,YGR120C,1
1058,YGR123C,0
1059,YGR124W,0
1060,YGR126W,0
1061,YGR128C,1
1062,YGR129W,0
1063,YGR130C,0
1064,YGR134W,0
1065,YGR135W,0
1066,YGR136W,0
1067,YGR140W,1
1068,YGR142W,0
1069,YGR145W,1
1070,YGR155W,1
1071,YGR156W,1
1072,YGR158C,1
1073,YGR161C,0
1074,YGR162W,0
1075,YGR165W,0
1076,YGR167W,0
1077,YGR170W,0
1078,YGR171C,0
1079,YGR173W,0
1080,YGR177C,0
1081,YGR179C,1
1082,YGR180C,0
1083,YGR185C,1
1084,YGR186W,1
1085,YGR187C,0
1086,YGR188C,0
1087,YGR195W,1
1088,YGR196C,0
1089,YGR198W,1
1090,YGR200C,0
1091,YGR202C,0
1092,YGR204W,0
1093,YGR206W,0
1094,YGR207C,0
1095,YGR209C,0
1096,YGR211W,1
1097,YGR215W,0
1098,YGR220C,0
1099,YGR223C,0
1100,YGR228W,0
1101,YGR229C,0
1102,YGR231C,0
1103,YGR232W,0
1104,YGR233C,0
1105,YGR237C,0
1106,YGR238C,0
1107,YGR240C,0
1108,YGR244C,1
1109,YGR245C,1
1110,YGR246C,1
1111,YGR248W,0
1112,YGR250C,0
1113,YGR251W,1
1114,YGR252W,0
1115,YGR253C,1
1116,YGR255C,0
1117,YGR256W,0
1118,YGR261C,0
1119,YGR262C,0
1120,YGR263C,0
1121,YGR264C,1
1122,YGR266W,0
1123,YGR267C,1
1124,YGR271C-A,0
1125,YGR272C,0
1126,YGR274C,1
1127,YGR275W,0
1128,YGR277C,1
1129,YGR278W,1
1130,YGR281W,0
1131,YGR283C,0
1132,YGR285C,0
1133,YGR286C,0
1134,YHL002W,0
1135,YHL004W,0
1136,YHL007C,0
1137,YHL008C,0
1138,YHL009W-B,0
1139,YHL014C,0
1140,YHL019C,0
1141,YHL024W,0
1142,YHL025W,0
1143,YHL029C,0
1144,YHL030W,0
1145,YHL032C,0
1146,YHL034C,0
1147,YHL039W,0
1148,YHR007C,1
1149,YHR008C,0
1150,YHR011W,0
1151,YHR012W,0
1152,YHR013C,0
1153,YHR016C,0
1154,YHR023W,1
1155,YHR024C,1
1156,YHR025W,0
1157,YHR027C,1
1158,YHR029C,0
1159,YHR034C,0
1160,YHR035W,0
1161,YHR036W,1
1162,YHR039C,0
1163,YHR039C-B,0
1164,YHR041C,0
1165,YHR042W,1
1166,YHR046C,0
1167,YHR047C,0
1168,YHR052W,1
1169,YHR054C,0
1170,YHR058C,1
1171,YHR059W,0
1172,YHR061C,0
1173,YHR062C,1
1174,YHR064C,0
1175,YHR065C,1
1176,YHR066W,0
1177,YHR067W,0
1178,YHR069C,1
1179,YHR070W,1
1180,YHR072W-A,1
1181,YHR073W,0
1182,YHR074W,1
1183,YHR076W,0
1184,YHR077C,0
1185,YHR079C,0
1186,YHR081W,0
1187,YHR082C,1
1188,YHR084W,1
1189,YHR085W,1
1190,YHR086W,1
1191,YHR087W,0
1192,YHR089C,1
1193,YHR090C,0
1194,YHR097C,0
1195,YHR099W,1
1196,YHR102W,1
1197,YHR104W,0
1198,YHR106W,0
1199,YHR107C,1
1200,YHR111W,0
1201,YHR114W,0
1202,YHR118C,1
1203,YHR119W,0
1204,YHR121W,0
1205,YHR122W,1
1206,YHR124W,0
1207,YHR127W,0
1208,YHR130C,0
1209,YHR131C,0
1210,YHR137W,0
1211,YHR138C,0
1212,YHR143W-A,1
1213,YHR146W,0
1214,YHR154W,0
1215,YHR155W,0
1216,YHR156C,0
1217,YHR158C,0
1218,YHR161C,0
1219,YHR164C,1
1220,YHR165C,1
1221,YHR166C,1
1222,YHR167W,0
1223,YHR169W,1
1224,YHR170W,1
1225,YHR172W,1
1226,YHR179W,0
1227,YHR182W,0
1228,YHR183W,0
1229,YHR185C,0
1230,YHR187W,0
1231,YHR191C,0
1232,YHR193C,0
1233,YHR196W,1
1234,YHR197W,1
1235,YHR198C,0
1236,YHR200W,0
1237,YHR201C,0
1238,YHR204W,0
1239,YHR216W,0
1240,YIL007C,0
1241,YIL015W,0
1242,YIL016W,0
1243,YIL017C,0
1244,YIL020C,0
1245,YIL021W,1
1246,YIL026C,1
1247,YIL033C,0
1248,YIL034C,0
1249,YIL035C,0
1250,YIL036W,0
1251,YIL038C,0
1252,YIL039W,0
1253,YIL041W,0
1254,YIL043C,0
1255,YIL045W,0
1256,YIL046W,1
1257,YIL047C,0
1258,YIL050W,0
1259,YIL051C,1
1260,YIL056W,0
1261,YIL061C,1
1262,YIL062C,1
1263,YIL063C,1
1264,YIL066C,0
1265,YIL067C,0
1266,YIL068C,1
1267,YIL069C,0
1268,YIL070C,0
1269,YIL071C,0
1270,YIL074C,0
1271,YIL075C,1
1272,YIL076W,0
1273,YIL078W,1
1274,YIL079C,0
1275,YIL084C,0
1276,YIL091C,1
1277,YIL093C,0
1278,YIL094C,0
1279,YIL095W,0
1280,YIL096C,0
1281,YIL097W,0
1282,YIL098C,0
1283,YIL099W,0
1284,YIL101C,0
1285,YIL103W,0
1286,YIL105C,0
1287,YIL107C,0
1288,YIL108W,0
1289,YIL109C,1
1290,YIL112W,0
1291,YIL115C,1
1292,YIL121W,0
1293,YIL125W,0
1294,YIL126W,1
1295,YIL127C,0
1296,YIL128W,0
1297,YIL135C,0
1298,YIL137C,1
1299,YIL142W,1
1300,YIL143C,1
1301,YIL144W,1
1302,YIL146C,0
1303,YIL147C,1
1304,YIL148W,0
1305,YIL149C,0
1306,YIL150C,1
1307,YIL152W,0
1308,YIL153W,0
1309,YIL154C,0
1310,YIL156W,0
1311,YIL159W,0
1312,YIL161W,0
1313,YIL162W,0
1314,YIL169C,0
1315,YIL173W,0
1316,YIL177C,0
1317,YIR001C,0
1318,YIR003W,0
1319,YIR006C,1
1320,YIR007W,0
1321,YIR008C,1
1322,YIR009W,0
1323,YIR010W,1
1324,YIR012W,1
1325,YIR015W,1
1326,YIR019C,0
1327,YIR021W,0
1328,YIR022W,1
1329,YIR024C,0
1330,YIR025W,0
1331,YIR030C,0
1332,YIR033W,0
1333,YIR035C,0
1334,YIR037W,0
1335,YJL001W,1
1336,YJL005W,1
1337,YJL006C,0
1338,YJL008C,1
1339,YJL010C,1
1340,YJL011C,1
1341,YJL020C,0
1342,YJL021C,0
1343,YJL023C,0
1344,YJL024C,0
1345,YJL025W,1
1346,YJL026W,1
1347,YJL029C,0
1348,YJL030W,0
1349,YJL033W,1
1350,YJL034W,1
1351,YJL035C,1
1352,YJL036W,0
1353,YJL041W,1
1354,YJL044C,0
1355,YJL046W,0
1356,YJL047C,0
1357,YJL050W,1
1358,YJL051W,0
1359,YJL052W,0
1360,YJL053W,0
1361,YJL056C,0
1362,YJL061W,1
1363,YJL062W-A,0
1364,YJL063C,0
1365,YJL065C,0
